profesor,rating,fecha,calidad_general,facilidad,tags,num_reviews,promedio,resumen,enlace
"Alcalá Herrera, Verónica Ma. Del Consuelo","1, 1, 2, 3, 2, 5, 3, 3, 2, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 4, 1, 4, 1, 1, 3, 4, 1, 3, 2, 1, 1, 2, 2, 5, 4, 1, 1, 1, 2, 3, 2, 5, 2, 1, 1, 1, 1, 1, 3, 1, 3, 2, 2, 3, 1, 2, 2, 2, 2, 2, 2, 3, 3, 1, 1, 2, 2, 3, 3, 2, 2, 3, 3, 1, 1, 2, 2, 3, 3, 3, 3, 3, 4, 2, 2, 2, 3, 5, 4, 1, 3, 2, 1, 2, 2, 2, 5, 3, 2, 1, 2, 1, 4, 3, 2, 2, 4, 4, 1, 5, 4, 4, 1, 1, 1, 1, 4, 4, 2, 2, 4, 4, 1, 1, 1, 1, 4, 4, 2, 2, 2, 5, 4, 4, 3, 3, 4","01/May/2025, 09/Ene/2025, 18/Jul/2024, 23/Ene/2024, 18/Ene/2024, 16/Dic/2023, 03/Ago/2023, 30/Jun/2023, 08/Feb/2023, 12/Jul/2022, 12/Jul/2022, 23/Ene/2022, 23/Ene/2022, 21/Ene/2022, 21/Ene/2022, 23/Ago/2021, 23/Ago/2021, 19/Ago/2021, 19/Ago/2021, 12/Jul/2022, 12/Jul/2022, 23/Ene/2022, 23/Ene/2022, 21/Ene/2022, 21/Ene/2022, 23/Ago/2021, 23/Ago/2021, 19/Ago/2021, 19/Ago/2021, 10/Ago/2021, 21/Feb/2021, 31/Oct/2020, 15/Sep/2020, 13/Sep/2020, 28/Ene/2020, 26/Jun/2019, 07/Jun/2019, 19/May/2019, 22/Ene/2019, 07/Ene/2019, 22/Dic/2018, 18/Dic/2018, 17/Dic/2018, 09/Sep/2018, 24/Jul/2018, 16/Jul/2018, 13/Jul/2018, 18/Jun/2018, 14/Jun/2018, 21/May/2018, 21/Ago/2017, 26/Jul/2017, 05/Jul/2017, 19/Jun/2017, 12/Jun/2017, 18/May/2017, 20/Ene/2017, 09/Ene/2017, 03/Ene/2017, 02/Ene/2017, 19/Dic/2016, 06/Dic/2016, 24/Jun/2016, 08/Jun/2016, 11/Feb/2016, 19/Ene/2016, 17/Ene/2016, 17/Ene/2016, 11/Ene/2016, 10/Ene/2016, 10/Ene/2016, 14/Dic/2015, 14/Dic/2015, 13/Dic/2015, 13/Dic/2015, 10/Dic/2015, 10/Dic/2015, 08/Dic/2015, 08/Dic/2015, 10/Ene/2016, 10/Ene/2016, 14/Dic/2015, 14/Dic/2015, 13/Dic/2015, 13/Dic/2015, 10/Dic/2015, 10/Dic/2015, 08/Dic/2015, 08/Dic/2015, 01/Ago/2015, 01/Jul/2015, 26/Jun/2015, 06/Jun/2015, 30/Sep/2014, 11/Jul/2014, 02/Jul/2014, 19/May/2014, 18/Feb/2014, 20/Ene/2014, 28/Dic/2013, 12/Dic/2013, 29/Jul/2013, 25/Jul/2013, 24/Jul/2013, 17/Jul/2013, 23/Ene/2013, 19/Ene/2013, 16/Ene/2013, 12/Ene/2013, 11/Ene/2013, 27/Jun/2012, 31/Ene/2012, 25/Ene/2012, 24/Ene/2012, 22/Ene/2012, 09/Ene/2012, 22/Jul/2011, 19/Jul/2011, 27/Jun/2011, 12/Jun/2011, 08/Ene/2011, 08/Ene/2011, 01/Ene/2011, 01/Ene/2011, 04/Dic/2010, 04/Dic/2010, 28/Ago/2010, 28/Ago/2010, 11/Ago/2010, 11/Ago/2010, 08/Ene/2011, 08/Ene/2011, 01/Ene/2011, 01/Ene/2011, 04/Dic/2010, 04/Dic/2010, 28/Ago/2010, 28/Ago/2010, 11/Ago/2010, 11/Ago/2010, 11/Ago/2010, 23/Jun/2010, 20/Jun/2010, 11/Ene/2010, 27/Ago/2009, 22/Ago/2009, 23/Jun/2009","2.0, 2.0, 5.0, 5.0, 3.0, 9.0, 5.0, 5.0, 7.0, 8.0, 8.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0, 2.0, 2.0, 8.0, 8.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0, 2.0, 2.0, 9.0, 4.0, 10.0, 2.0, 6.0, 3.0, 7.0, 2.0, 6.0, 4.0, 2.0, 2.0, 4.0, 5.0, 3.0, 8.0, 2.0, 2.0, 5.0, 5.0, 8.0, 2.0, 7.0, 3.0, 2.0, 5.0, 4.0, 4.0, 3.0, 7.0, 2.0, 6.0, 3.0, 6.0, 6.0, 4.0, 5.0, 4.0, 2.0, 6.0, 4.0, 4.0, 2.0, 2.0, 2.0, 2.0, 6.0, 6.0, 5.0, 5.0, 4.0, 4.0, 2.0, 2.0, 2.0, 2.0, 6.0, 6.0, 5.0, 5.0, 7.0, 7.0, 6.0, 7.0, 3.0, 3.0, 2.0, 3.0, 9.0, 10.0, 2.0, 7.0, 4.0, 2.0, 5.0, 3.0, 8.0, 5.0, 7.0, 5.0, 6.0, 7.0, 2.0, 10.0, 8.0, 5.0, 6.0, 7.0, 4.0, 6.0, 9.0, 6.0, 6.0, 2.0, 2.0, 8.0, 8.0, 5.0, 5.0, 4.0, 4.0, 6.0, 6.0, 2.0, 2.0, 8.0, 8.0, 5.0, 5.0, 4.0, 4.0, 5.0, 8.0, 2.0, 8.0, 5.0, 7.0, 7.0","2.0, 4.0, 4.0, 8.0, 4.0, 4.0, 6.0, 4.0, 6.0, 4.0, 4.0, 10.0, 10.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 4.0, 4.0, 10.0, 10.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 4.0, 4.0, 10.0, 2.0, 4.0, 8.0, 10.0, 2.0, 10.0, 4.0, 2.0, 2.0, 4.0, 4.0, 8.0, 6.0, 4.0, 2.0, 8.0, 6.0, 6.0, 2.0, 10.0, 10.0, 6.0, 10.0, 6.0, 4.0, 4.0, 4.0, 4.0, 8.0, 8.0, 10.0, 10.0, 6.0, 10.0, 4.0, 6.0, 8.0, 6.0, 6.0, 2.0, 2.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 2.0, 2.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 4.0, 6.0, 4.0, 6.0, 8.0, 10.0, 2.0, 10.0, 8.0, 8.0, 6.0, 8.0, 10.0, 6.0, 10.0, 8.0, 10.0, 8.0, 6.0, 8.0, 8.0, 10.0, 10.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 6.0, 6.0, 4.0, 4.0, 10.0, 10.0, 6.0, 6.0, 10.0, 10.0, 6.0, 6.0, 4.0, 4.0, 10.0, 10.0, 6.0, 6.0, 10.0, 10.0, 8.0, 8.0, 8.0, 10.0, 8.0","MUCHOS PROYECTOS GRUPALES, CALIFICA DURO, RESPETADO POR LOS ESTUDIANTES, POCOS EXÁMENES, MUCHOS EXÁMENES, BARCO, MUCHAS TAREAS, ASISTENCIA OBLIGATORIA, TOMARÍA SU CLASE OTRA VEZ, INSPIRACIONAL, ASPECTOS DE CALIFICACIÓN CLAROS, PREPÁRATE PARA LEER, DA BUENA RETROALIMENTACIÓN, LA PARTICIPACIÓN IMPORTA, DEJA TRABAJOS LARGOS, LOS EXÁMENES SON DIFÍCILES, LAS CLASES SON LARGAS, MUY CÓMICO, BRINDA APOYO",114,5.3,"El texto describe la experiencia de varios estudiantes con una profesora de neurociencia. Los estudiantes describen a la profesora como grosera, chismosa, machista, irresponsable y carente de ética. También mencionan que sus clases son tediosas y confusas, y que no se profundiza en los temas. Sin embargo, algunos estudiantes también mencionan que la profesora y su adjunta son excelentes, y que la clase fue de lo mejor. En general, los estudiantes recomiendan evitar a la profesora si no se tiene interés en el área de neurociencia, y buscan otras opciones si se quiere aprender de verdad.",
"Almaguer Azpeitia, Mariel","5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5","17/Jun/2024, 17/Jun/2024, 28/Ene/2024, 28/Ene/2024, 13/Dic/2023, 13/Dic/2023, 17/Dic/2022, 17/Dic/2022, 16/Dic/2022, 16/Dic/2022, 17/Jun/2024, 17/Jun/2024, 28/Ene/2024, 28/Ene/2024, 13/Dic/2023, 13/Dic/2023, 17/Dic/2022, 17/Dic/2022, 16/Dic/2022, 16/Dic/2022, 14/Dic/2022, 31/Ago/2022, 03/Jul/2022, 24/Jun/2022, 23/May/2022, 01/Mar/2022","10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0","10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 10.0, 10.0, 8.0, 10.0, 6.0, 10.0, 10.0, 8.0","ASPECTOS DE CALIFICACIÓN CLAROS, BARCO, MUCHAS TAREAS, PREPÁRATE PARA LEER, DA BUENA RETROALIMENTACIÓN, CLASES EXCELENTES, LA PARTICIPACIÓN IMPORTA, TOMARÍA SU CLASE OTRA VEZ, LAS CLASES SON LARGAS, INSPIRACIONAL, BRINDA APOYO",14,9.3,"La profesora es excelente. Sus clases son dinámicas, interesantes y promueven el pensamiento crítico. Es amable, accesible y facilita el aprendizaje. Las tareas son cortas y fáciles de hacer. Las calificaciones son claras y transparentes. Es muy recomendable para la materia. La profesora es excelente. Sus clases son dinámicas, interesantes y promueven el pensamiento crítico. Es amable, accesible y facilita el aprendizaje. Las tareas son cortas y fáciles de hacer. Las calificaciones son claras y transparentes. Es muy recomendable para la materia. La profesora es excelente. Sus clases son dinámicas, interesantes y promueven el pensamiento crítico. Es amable, accesible y facilita el aprendizaje. Las tareas son cortas y fáciles de hacer. Las calificaciones son claras y transparentes. Es muy recomendable para la materia.",https://www.misprofesores.com/profesores/Mariel-Almaguer-Azpeitia_147489
"Almaguer Salcido, Carol",4,14/Nov/2023,5.0,2.0,"MUCHAS TAREAS, LAS CLASES SON LARGAS, DEJA TRABAJOS LARGOS",1,5.0,"Resumen: La miss Carol, una profesora, mantiene relaciones sexuales con sus estudiantes y tiene hijos con varios hombres.",https://www.misprofesores.com/profesores/Carol-Almaguer-Salcido_163918
"Almaguer, Carol",5,02/May/2023,3.0,2.0,"MUCHOS EXÁMENES, MUCHAS TAREAS, LOS EXÁMENES SON DIFÍCILES",1,3.0,"14 . Resumen: La miss Carol, una profesora, mantiene relaciones sexuales con sus estudiantes y tiene hijos con varios hombres.",https://www.misprofesores.com/profesores/Carol-Almaguer_164001
"Almazán Rojas, Carla Ailed","5, 2, 5, 5","17/Jul/2025, 07/Ago/2024, 27/Abr/2023, 18/Ene/2023","3.0, 2.0, 10.0, 10.0","4.0, 4.0, 4.0, 6.0","MUCHAS TAREAS, DA BUENA RETROALIMENTACIÓN, CLASES EXCELENTES, DEJA TRABAJOS LARGOS, ASISTENCIA OBLIGATORIA, INSPIRACIONAL, BRINDA APOYO",4,6.3,"Prepara para realizar múltiples trabajos, pero no espera que te guste. No opines, simplemente repite lo que le agrada. Al final, te incluirás en su grupo de ""consentidos"". Es indiferente a las dudas que surgen en clase. Le toma mucho tiempo revisar los avances y, cuando los devuelve, los pide con muchas correcciones, ya que nunca le das gusto. Finalmente, resulta que la versión original estaba bien. La profesora Carla es una excelente maestra. Es exigente pero da mucha confianza en las prácticas. Es responsable, metódica e inteligente. Recomiendo ampliamente su enseñanza. He cursado 4 materias con prácticas con ella, y podría decir que es de las mejores.",
"Alonso Orozco, Adriana Ixel","5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 5, 3, 5, 4, 5, 4, 4, 4, 5","30/May/2025, 30/May/2025, 16/Dic/2024, 16/Dic/2024, 07/Ene/2024, 07/Ene/2024, 31/Jul/2023, 31/Jul/2023, 26/Ene/2022, 26/Ene/2022, 30/May/2025, 30/May/2025, 16/Dic/2024, 16/Dic/2024, 07/Ene/2024, 07/Ene/2024, 31/Jul/2023, 31/Jul/2023, 26/Ene/2022, 26/Ene/2022, 28/Dic/2021, 17/Ago/2021, 15/Ago/2021, 10/Ago/2021, 06/Ago/2021, 05/Feb/2021, 04/Feb/2021, 31/Ene/2021, 24/Sep/2020, 31/Ago/2020","10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 10.0, 9.0, 9.0, 10.0, 10.0","10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 6.0, 10.0, 10.0, 10.0, 10.0, 10.0","ASPECTOS DE CALIFICACIÓN CLAROS, BARCO, PREPÁRATE PARA LEER, DA BUENA RETROALIMENTACIÓN, CLASES EXCELENTES, DA CRÉDITO EXTRA, MUCHOS PROYECTOS GRUPALES, TOMARÍA SU CLASE OTRA VEZ, MUY CÓMICO, RESPETADO POR LOS ESTUDIANTES, POCOS EXÁMENES, INSPIRACIONAL, BRINDA APOYO",16,9.8,"La profesora es muy buena, con mucha paciencia y divertida. Las clases son entretenidas y sencillas, aunque la materia puede ser un poco pesada.",https://www.misprofesores.com/profesores/Adriana-Ixel-Alonso-Orozco_124015
"Alva Canto, Elda Alicia",1,30/Jun/2016,2.0,2.0,"ASISTENCIA OBLIGATORIA, PREPÁRATE PARA LEER, LAS CLASES SON LARGAS",1,2.0,"La profesora no asiste a clases, el curso es impartido por su adjunto. No se cubre el programa completo y se centran en la revisión de investigaciones de la Dra. Alva Canto. Las clases son tediosas y aburridas, no se recomienda.",https://www.misprofesores.com/profesores/Elda-Alicia-Alva-Canto_75325
"Alvarado Tenorio, Roberto","5, 5, 5, 4","08/Feb/2013, 10/Ene/2012, 07/Jul/2011, 13/Ene/2011","10.0, 10.0, 10.0, 9.0","8.0, 10.0, 10.0, 10.0",,5,9.8,"Es un buen profesor, ordenado y accesible. Aunque tiene un defecto: habla muy bajito, lo que dificulta su escucha si no estás cerca. También, prefiere recibir trabajos por internet, lo que puede causar pérdida de documentos. A pesar de esto, es muy claro en sus asesorías y se basa en el programa de estudios y plataformas como ALUNAM y MOODLE. Recomendable para la materia de Identidad Universitaria.",https://www.misprofesores.com/profesores/Roberto-Alvarado-Tenorio_31563
"Alvarez Martinez, Jorge","5, 5, 3, 1, 1, 5","01/Sep/2021, 19/Feb/2021, 15/Ene/2021, 18/Sep/2020, 16/Sep/2020, 10/Sep/2020","9.0, 10.0, 8.0, 2.0, 5.0, 5.0","6.0, 10.0, 8.0, 10.0, 10.0, 10.0","BARCO, LA PARTICIPACIÓN IMPORTA, TOMARÍA SU CLASE OTRA VEZ, MUY CÓMICO, LAS CLASES SON LARGAS, POCOS EXÁMENES, INSPIRACIONAL, BRINDA APOYO",9,6.3,"El autor expresa su decepción con el profesor, criticando su falta de interés en el temario de la clase, su enfoque en temas no relevantes y su estilo de enseñanza aburrido. Argumenta que el profesor no es efectivo para transmitir conocimientos y que las clases son una pérdida de tiempo. Además, describe al profesor como egocéntrico, con un pésimo sentido del humor y una clase larga y monótona. Sin embargo, reconoce que tiene experiencia en el campo y evalúa positivamente su modo de enseñanza en línea.",https://www.misprofesores.com/profesores/Jorge-Alvarez-Martinez_113601
"Alvarez, German",4,19/Feb/2022,8.0,6.0,"ASPECTOS DE CALIFICACIÓN CLAROS, INSPIRACIONAL, CLASES EXCELENTES",1,8.0,"El profesor es comprensivo y dedicado a sus alumnos. Ofrece clases semanales, utilizando presentaciones para explicar los temas. Al finalizar la clase, se envía la presentación. Además, hay pocos trabajos, y los exámenes son sencillos si se leen los materiales proporcionados.",https://www.misprofesores.com/profesores/German-Alvarez_150405
"Amaya Mora, David","4, 4, 4, 4, 5, 5, 5, 4, 4, 4, 1, 2, 1, 3","28/Dic/2023, 05/Oct/2022, 27/Feb/2021, 27/Feb/2021, 26/Feb/2021, 26/Feb/2021, 26/Feb/2021, 26/Feb/2021, 07/Ago/2020, 13/Feb/2018, 10/Ene/2016, 12/Jun/2014, 22/May/2014, 08/Ago/2013","10.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 6.0, 3.0, 2.0, 6.0, 10.0","10.0, 10.0, 10.0, 8.0, 10.0, 10.0, 8.0, 10.0, 10.0, 2.0, 6.0, 8.0, 2.0, 2.0","ASPECTOS DE CALIFICACIÓN CLAROS, BARCO, PREPÁRATE PARA LEER, DA BUENA RETROALIMENTACIÓN, CLASES EXCELENTES, LA PARTICIPACIÓN IMPORTA, ASISTENCIA OBLIGATORIA, TOMARÍA SU CLASE OTRA VEZ, INSPIRACIONAL, BRINDA APOYO",14,8.2,"El profesor tiene habilidades para explicar y resolver dudas, pero hay comentarios que sugieren que su enfoque en la enseñanza no es el adecuado para todos los estudiantes.",https://www.misprofesores.com/profesores/David-Amaya-Mora_56656
"Ampudia, Amada","5, 5, 1, 4, 1, 2, 2, 4, 4, 2, 2, 2, 2, 4, 4, 2, 2, 4, 4, 2, 2, 2, 2, 4, 4, 4, 3, 4, 5, 4, 1, 5, 2, 4, 3, 3, 5, 4, 3, 1, 4, 3, 3, 3, 4, 4, 5, 2, 5, 4, 3, 2, 2, 5, 4, 4, 3, 4, 5, 1, 5, 5, 5, 5, 4, 4, 1, 1, 3, 3, 5, 5, 4, 4, 1, 1, 3, 3, 5, 3, 4, 4, 5, 4, 4, 3, 2, 1, 1, 2, 5, 5, 2, 1, 5","23/May/2025, 29/Ene/2024, 18/Ene/2024, 23/Dic/2023, 16/Dic/2023, 15/Dic/2023, 15/Dic/2023, 01/Jul/2023, 01/Jul/2023, 18/Ene/2023, 18/Ene/2023, 14/Dic/2022, 14/Dic/2022, 25/Jun/2022, 25/Jun/2022, 15/Dic/2023, 15/Dic/2023, 01/Jul/2023, 01/Jul/2023, 18/Ene/2023, 18/Ene/2023, 14/Dic/2022, 14/Dic/2022, 25/Jun/2022, 25/Jun/2022, 29/Ene/2022, 16/Ago/2021, 03/Feb/2021, 31/Ene/2021, 16/Sep/2020, 11/Ene/2020, 06/Mar/2019, 16/May/2018, 15/Ene/2018, 02/Ene/2018, 30/Sep/2017, 25/Jul/2017, 26/Jun/2017, 24/Ene/2017, 15/Ene/2017, 11/Ene/2017, 05/Ene/2017, 28/Dic/2016, 23/Dic/2016, 20/Dic/2016, 28/Nov/2016, 25/Nov/2016, 25/Jul/2016, 20/Ene/2016, 19/Ene/2016, 24/Jul/2015, 26/Jun/2015, 07/Feb/2015, 05/Feb/2015, 28/Ene/2015, 01/Ago/2014, 03/Jul/2014, 03/Mar/2014, 25/Ene/2014, 15/Ene/2014, 18/Nov/2013, 25/Ago/2013, 07/Ago/2013, 07/Ago/2013, 16/Ene/2013, 16/Ene/2013, 10/Feb/2012, 10/Feb/2012, 21/Ene/2012, 21/Ene/2012, 07/Ago/2013, 07/Ago/2013, 16/Ene/2013, 16/Ene/2013, 10/Feb/2012, 10/Feb/2012, 21/Ene/2012, 21/Ene/2012, 14/Dic/2011, 27/Jul/2011, 27/Jul/2011, 27/Jul/2011, 17/Jul/2011, 27/Jun/2011, 07/Jun/2011, 31/Ene/2011, 16/Ene/2011, 15/Ene/2011, 13/Ene/2011, 07/Ene/2011, 10/Sep/2010, 27/Jul/2010, 22/Jun/2010, 30/May/2010, 17/Abr/2010","10.0, 7.0, 6.0, 6.0, 2.0, 7.0, 7.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 9.0, 9.0, 7.0, 7.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 9.0, 9.0, 9.0, 8.0, 9.0, 9.0, 9.0, 5.0, 8.0, 5.0, 10.0, 6.0, 4.0, 6.0, 7.0, 4.0, 7.0, 8.0, 4.0, 5.0, 8.0, 7.0, 5.0, 8.0, 2.0, 7.0, 9.0, 4.0, 7.0, 4.0, 8.0, 10.0, 9.0, 9.0, 10.0, 10.0, 5.0, 9.0, 10.0, 3.0, 3.0, 5.0, 5.0, 4.0, 4.0, 7.0, 7.0, 3.0, 3.0, 5.0, 5.0, 4.0, 4.0, 7.0, 7.0, 5.0, 8.0, 9.0, 10.0, 10.0, 4.0, 5.0, 7.0, 9.0, 2.0, 4.0, 3.0, 9.0, 10.0, 5.0, 8.0, 10.0","10.0, 4.0, 6.0, 6.0, 4.0, 6.0, 6.0, 4.0, 4.0, 6.0, 6.0, 4.0, 4.0, 8.0, 8.0, 6.0, 6.0, 4.0, 4.0, 6.0, 6.0, 4.0, 4.0, 8.0, 8.0, 8.0, 6.0, 4.0, 6.0, 4.0, 4.0, 10.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 6.0, 4.0, 6.0, 6.0, 6.0, 4.0, 6.0, 6.0, 8.0, 4.0, 6.0, 4.0, 4.0, 4.0, 6.0, 6.0, 10.0, 6.0, 4.0, 10.0, 8.0, 10.0, 6.0, 10.0, 2.0, 2.0, 6.0, 6.0, 10.0, 10.0, 4.0, 4.0, 2.0, 2.0, 6.0, 6.0, 10.0, 10.0, 4.0, 4.0, 4.0, 6.0, 8.0, 10.0, 10.0, 4.0, 4.0, 4.0, 2.0, 2.0, 4.0, 2.0, 2.0, 6.0, 2.0, 2.0, 4.0","RESPETADO POR LOS ESTUDIANTES, CALIFICA DURO, CLASES EXCELENTES, LAS CLASES SON LARGAS, MUCHAS TAREAS, TOMARÍA SU CLASE OTRA VEZ, LA PARTICIPACIÓN IMPORTA, MUCHOS PROYECTOS GRUPALES, DA BUENA RETROALIMENTACIÓN, ASISTENCIA OBLIGATORIA, DEJA TRABAJOS LARGOS, PREPÁRATE PARA LEER",75,6.5,"La profesora tiene una gran experiencia en pruebas psicológicas y clínica, pero su forma de enseñanza puede ser tediosa y pretenciosa. La clase se basa en presentaciones y ejemplos de casos, pero deja mucho trabajo para los alumnos y no siempre es clara en su explicación. La calificación de las tareas y trabajos finales es arbitraria y la profesora delega gran parte de su trabajo a sus adjuntas. La materia es exigente y absorbente, pero se aprende mucho. La profesora es exigente y demandante, pero también es accesible y se preocupa por que los alumnos aprendan. La organización de la clase es mala y la profesora delega gran parte de su trabajo a sus adjuntas. En general, la clase es buena para aquellos que tienen mucho tiempo y están interesados en aprender sobre pruebas psicológicas y clínica.",https://www.misprofesores.com/profesores/Amada-Ampudia_25227
"Anguiano Sánchez, Alfredo",5,26/Ene/2024,10.0,10.0,"DA BUENA RETROALIMENTACIÓN, BRINDA APOYO, INSPIRACIONAL, CLASES EXCELENTES, MUY CÓMICO, ASPECTOS DE CALIFICACIÓN CLAROS",2,10.0,"El texto describe la experiencia positiva de un estudiante con el Maestro Alfredo en su clase de Neuro. El estudiante destaca la capacidad de Alfredo para transmitir su conocimiento de manera efectiva y divertida, y su buena disposición para ayudar a los estudiantes. Los exámenes son considerados sencillos si se estudia, y el profesor hace la clase ligera y agradable. El estudiante expresa su gratitud por haber tenido esta experiencia positiva en la clase de Neuro gracias a la enseñanza del Maestro Alfredo.",
"Arenas, Paulina","4, 3, 3, 4, 2, 4, 4, 2, 4, 5, 5, 4, 4, 4, 4, 5, 5, 4, 4, 4, 4, 5, 5, 4, 5, 5, 4","11/Jul/2023, 17/Dic/2022, 15/Dic/2022, 05/Oct/2022, 14/Sep/2021, 15/Ago/2021, 23/Feb/2021, 16/Feb/2021, 10/Feb/2021, 06/Ene/2018, 06/Ene/2018, 02/Feb/2017, 02/Feb/2017, 15/Ene/2017, 15/Ene/2017, 06/Ene/2018, 06/Ene/2018, 02/Feb/2017, 02/Feb/2017, 15/Ene/2017, 15/Ene/2017, 22/Ene/2015, 11/Dic/2014, 10/Dic/2014, 21/Ene/2014, 12/Jun/2013, 26/May/2013","5.0, 6.0, 6.0, 10.0, 5.0, 10.0, 9.0, 4.0, 10.0, 10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 9.0","8.0, 6.0, 8.0, 10.0, 8.0, 10.0, 6.0, 6.0, 10.0, 6.0, 6.0, 6.0, 6.0, 10.0, 10.0, 6.0, 6.0, 6.0, 6.0, 10.0, 10.0, 8.0, 8.0, 4.0, 6.0, 10.0, 8.0","CLASES EXCELENTES, CALIFICA DURO, LAS CLASES SON LARGAS, MUCHAS TAREAS, TOMARÍA SU CLASE OTRA VEZ, BARCO, LA PARTICIPACIÓN IMPORTA, DA BUENA RETROALIMENTACIÓN, MUCHOS PROYECTOS GRUPALES, INSPIRACIONAL, DEJA TRABAJOS LARGOS, ASPECTOS DE CALIFICACIÓN CLAROS",29,8.0,"La profesora es excelente en su campo, con un gran conocimiento en clínica y especialización en suicidio. Se muestra comprometida con los estudiantes y valora el trabajo en equipo, aunque es estricta con los informes y la asistencia. Las clases pueden ser largas y aburridas, pero ofrece una buena retroalimentación y explica bien las pruebas. Es recomendable para aquellos interesados en trabajar con niños o en el campo clínico. Sin embargo, es importante destacar que la carga de trabajo puede ser alta, con muchos trabajos en equipo y un trabajo final pesado. La profesora es amable y comprometida, pero puede ser estricta con los estudiantes que no cumplen con los requisitos. En general, es una buena opción para aquellos que buscan aprender y crecer en su carrera, aunque puede ser desafiante.",https://www.misprofesores.com/profesores/Paulina-Arenas_51373
"Arias García, Mario Alberto","4, 5, 5, 5, 5, 4, 4, 5, 4, 3, 3, 2, 4, 5, 4, 5","07/Ene/2025, 15/Mar/2024, 05/Ago/2022, 09/Ago/2021, 29/Jul/2021, 09/Feb/2021, 31/Ene/2021, 08/Ene/2021, 29/Sep/2020, 29/Sep/2020, 11/Sep/2020, 01/Sep/2020, 18/May/2020, 31/Jul/2019, 24/Jul/2019, 18/Jul/2019","10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 8.0, 10.0, 9.0, 8.0, 7.0, 9.0, 10.0, 10.0, 10.0, 10.0","6.0, 4.0, 6.0, 8.0, 8.0, 4.0, 10.0, 6.0, 6.0, 10.0, 4.0, 8.0, 6.0, 6.0, 10.0, 8.0","LOS EXÁMENES SON DIFÍCILES, RESPETADO POR LOS ESTUDIANTES, POCOS EXÁMENES, TOMARÍA SU CLASE OTRA VEZ, MUCHAS TAREAS, DA CRÉDITO EXTRA, DA BUENA RETROALIMENTACIÓN, DEJA TRABAJOS LARGOS, MUCHOS PROYECTOS GRUPALES, BRINDA APOYO, INSPIRACIONAL, CLASES EXCELENTES, PREPÁRATE PARA LEER, ASPECTOS DE CALIFICACIÓN CLAROS",18,9.4,"El profesor es altamente recomendado por su claridad en la explicación, accesibilidad y buena actitud. Ofrece clases presenciales y en línea. Es conocido por su excelente forma de explicar temas complejos de manera amigable y dinámica. Su conocimiento es notable, y es uno de los profesores más actualizados en la facultad. La bibliografía proporcionada es de calidad y actualizada. La plataforma Moodle es clara y organizada, con fechas específicas para la entrega de tareas y exámenes. El profesor evalúa con exámenes, trabajos y una exposición final, y es accesible y dispuesto a ayudar. Es excelente en la organización de las actividades y la claridad en las formas de evaluación. El material proporcionado es de buena calidad y apoya el aprendizaje de los estudiantes. Aunque no fue muy apreciado en una materia específica, se espera que sea excelente en otras materias.",
