profesor,fecha,comentario,calidad_general,facilidad
"Valenzuela Vallejo, Jorge Alfonso",26/Ene/2014,"Es una clase amena, prepara sus clases,aclara tus dudas y te deja reflexionando cumple con el programa y propicia la participacion de los alumnos, califica con tareas que son ensayos, examen y trabajo final",10.0,6.0
"Valenzuela Vallejo, Jorge Alfonso",20/Ene/2014,"Asco de profesor, no abierto a la crítica constructiva, las clases parece que las saca de libros de superación personal, lecturas de bajísimo nivel y calidad. Si no quieres aprender nada y pasar mételo.",4.0,10.0
"Valenzuela Vallejo, Jorge Alfonso",15/Ene/2014,"Es fácil! Muuuy fácil. Sabe lo básico, no es un cerebrito para nada. Llega tarde! Su forma de hablar es pésima, no habla como profesional. Pero si es fácil pasar. Aprendes lo que necesitas. Mételo sólo una vez porque las demás veces dice lo mismo SIEMPRE. Deja tarea fácil. Es alivianado.",9.0,10.0
"Valenzuela Vallejo, Jorge Alfonso",14/Ene/2014,"Es bueno, aunque sus clases llegan a ser bastante aburridas, deja lecturas sencillas y todas las clases hay q entregar reporte de lectura y al final realiza grupo operativo,el cual a mi parecer no me dejo nada mas q aburrimiento total. tambien debes hacer reporte del grupo operativo, hace un examen.",8.0,10.0
"Valenzuela Vallejo, Jorge Alfonso",02/Jul/2013,"Valenz es el mejor maestro del área de clínica por mucho supera a todos, es un excelente maestro, sabe muchisimo y es super humilde. Le interesa que aprendas no solo la teoría si no que le des sentido a todas las lecturas, trabaja con grupos operativos y son excelentes.",10.0,8.0
"Valenzuela Vallejo, Jorge Alfonso",22/Ene/2013,"Sus clases están muy bonitas y con mucha información al principio, pero después de 8-10 clases es lo mismo una y otra vez. A pesar de eso tiene muchas cosas prácticas que te ayudan bastante, no sólo a tu formación, si no que incluso puedes aplicarlas en tu vida.",8.0,8.0
"Valenzuela Vallejo, Jorge Alfonso",01/Dic/2012,"Valenzuela es un gran profesor, es una muy buena persona, te lleva a ver entrevistas y le gusta que participes y reflexiones. Además de que es fácil pasar aprendes mucho es sus clases. Muy recomendable.",10.0,10.0
"Valenzuela Vallejo, Jorge Alfonso",26/Ago/2012,"En general, aprendes más sobre cosas de amor o algo así intenta enseñar. Da pocos tips sobre como dar entrevista. Es fácil pasar con él, en mi experiencia nos dejó ir a una obra buenísima, incluso una amiga salió moqueando.Lo recomiendo porque es claro,buena onda, no falta y da lecturas entretenidas",8.0,10.0
"Valenzuela Vallejo, Jorge Alfonso",10/Jun/2012,"Es un buen profesor, es fácil pasar y ademas aprendes bien. Trabaja en el Centro Psicológico y ves entrevistas",10.0,10.0
"Valenzuela Vallejo, Jorge Alfonso",19/Feb/2012,"Si quieres saber de relaciones de pareja y que te traten como a todo un miembro de superación personal, entra, de que te entretiene te entretiene, pero solo con eso, pasas y es sencillo, pero bueno, tampoco es pesimo,",6.0,10.0
"Valenzuela Vallejo, Jorge Alfonso",17/Ene/2012,"buen profesor, deja lecturas muy interesantes y fáciles y si aprendes!",9.0,10.0
"Valenzuela Vallejo, Jorge Alfonso",24/Jul/2011,"Excelente profesor, de los mejores de la facultad aprendes muchisimo y hace que reflexiones.",10.0,10.0
"Valenzuela Vallejo, Jorge Alfonso",23/Jun/2011,Bueno,9.0,10.0
"Valenzuela Vallejo, Jorge Alfonso",28/Ago/2010,un poco lento y aburrido pero en general es bueno,9.0,8.0
"Valenzuela Vallejo, Jorge Alfonso",27/Ago/2010,"Fácil, aprendes, buena persona, humanista.",10.0,10.0
"Valenzuela Vallejo, Jorge Alfonso",31/May/2010,es muy barco pero d todas las metrias de clinica q he llevado el ha sido el mjro por q por lo mnos aprndi algo!! y supr facil!! muy buena onda y todo,10.0,10.0
"Valenzuela Vallejo, Jorge Alfonso",30/Mar/2010,,8.0,6.0
"Valenzuela Vallejo, Jorge Alfonso",21/Feb/2010,,10.0,10.0
"Valenzuela Vallejo, Jorge Alfonso",23/Jun/2009,"De corte psicoanalítico para su materia pero trata de darte todas las perspectivas, es joven pero bueno, trabaja con ensayos y un examen a desarrollar, a veces es algo tediosa su clase pero sí aprendes.",8.0,10.0
"Valle G., Mirna",15/Mar/2024,"Es muy poco clara y grosera, te habla de una forma en la que te hace sentir tonto",2.0,2.0
"Valle G., Mirna",11/Ago/2021,"Yo tome a la maestra en modalidad en linea, a puede ser un poco ruda y exigente, pero se mostro mucho mas empática que muchos profesores del área, nos dejo trabajar en equipos en la creación de una empresa, si ella ve interés de parte del grupo en mejorar y en sus trabajos, les va mejor :3",6.0,4.0
"Valle G., Mirna",28/May/2018,"No flexible, irrespetuosa, mente cerrada",3.0,2.0
"Valle G., Mirna",06/Ago/2017,Huyan,2.0,4.0
"Valle G., Mirna",18/May/2017,"basura de persona, que triste tener profesoras tan malas, groseras y agresivas, ya deberían correrla, no tiene idea de cómo es el mundo laboral, está desactualizada y se cree la gran sabia, no le puedes corregir nada, maltrata a los alumnos, no ayuda en nada, pésima, ni como última opción metanla",2.0,2.0
"Valle G., Mirna",18/Ago/2015,"Lo unico malo de esta señora es que no enseña pruebas, yo no aprendi nada de nada de pruebas, se trauma con que solo las validas y confiables y te OBLIGA a que tu equipo las encuentre, en que arbol se trepan para llevarlas quien sabe pero las llevan, tienes que hacer una carpeta y un examen final bien facil pero si anotas y estudias TODO lo que dic",7.0,8.0
"Valle G., Mirna",05/Jun/2012,,7.0,8.0
"Valle G., Mirna",28/Jun/2011,un asco,2.0,6.0
"Valle G., Mirna",06/Jun/2011,"la verdad es que no aprendes nada. LAs clases las dan los compañeros y ella no aporta nada. No te enseña pruebas, y por si fuera poco, te hace trabajar muchisimo para nada. Quien sabe como califica",2.0,6.0
"Valle G., Mirna",26/Ene/2011,"la descripción del compañero de abajo lo dice todo, la maestra es malisisisisima, evitala, cualquier otra opción será mejor.",2.0,2.0
"Valle G., Mirna",08/Ene/2011,"El la peor que eh tenido en laboral! su clase se basa en exposiciones en donde, al azar pasa un integrante por equipo y lo que el grupo le ponga de calificación a la exposición es lo que se les pone a todos los integrantes, sin embargo es horrible porque es lo único que se hace, ella sentada en su silla tomando café toda la maldita clase, CERO AYUDA, CERO EXPLICACIÓN!, su evaluación es confusa, pareciera al azar. Que decepcion del area si es tu primer acercamiento. EVITALAAAAAAAA!",2.0,8.0
"Varela, Juan",11/Ene/2023,"Es un profe que intenta darte todo lo que a el le faltó cuando inició a trabajar, explica muy bien aunque si es temperamental y su contenido le falta actualización, la asistencia es obligatoria y pide un trabajo final grande. La clase terminaba una hora antes y daba descanso.",9.0,10.0
"Varela, Juan",16/Dic/2022,"Es muy temperamental, por lo que de buenas es muy agradable pero enojado quiere dar por visto todo. Ve muchas pruebas pero hace negocio con ello ($) y además su contenido ya es algo obsoleto. Sí aprendes y es fácil porque todo lo vas haciendo en el semestre, al final ya sólo integras.",7.0,8.0
"Varela, Juan",16/Ago/2021,Se aplican varias pruebas y se realizan reportes de cada una de ellas(se mandan al correo como tareas). Al final se debe entregar un reporte donde se integren los resultados de las pruebas y debe realizarse como él lo pide para obtener buena calif.,10.0,10.0
"Varela, Juan",23/Sep/2020,"Excelente profesor, su explicación, tareas y retroalimentación ayudan muchísimo! Aprendes bastante y te dan ganas de seguir en el área. 10/10",10.0,10.0
"Varela, Juan",12/Ene/2018,"No es la mejor clase del mundo pero está bien. La parte teórica es un poco tediosa pues son diapositivas larguísimas y aburridas, pero deja trabajitos en clase que son muy útiles para aprender y lo mejor es que da pruebas. Califica con algunas tareas, exámenes y un trabajo final largo.",8.0,6.0
"Varela, Juan",25/Jul/2017,"De los mejores profesores que tuve en el área. Es el único que te enseña a calificar pruebas psicometricas de uso laboral, es muy bueno y divertido. Las clases son muy amenas y entretenidas y que con su amplia experiencia en lo laboral te da ejemplos variados. Excelente! Aprendí mucho con él",10.0,10.0
"Varela, Juan",29/Mar/2017,"Excelente profesor, mucho de lo que aprendí en su clase lo utilice ya que entre a trabajar como becario de reclutamiento y selección. Te da un buen panorama de como es el ritmo de trabajo en el mundo real. Si quieres ejercer, te lo mega-recomiendo.",9.0,8.0
"Varela, Juan",29/Sep/2016,"Excelente maestro, sus pruebas y métodos ya son un poco obsoletos, no se quejen de la asistencia, ¡ tres inasistencias es baja definitiva ! ¿Ustedes que piensan que pasa cuando faltas en tres ocasiones a un trabajo? Les está tratando de inculcar disciplina y puntualidad cosas primordiales que",10.0,6.0
"Varela, Juan",25/Jul/2016,"De verdad te enseña a calificar pruebas, se toma el tiempo de resolver tus dudas y créeme que te da un panorama excelente de lo que verás en el mundo laboral. Si no haces su trabajo a lo largo del semestre, te irá mal en calificación porque si es mucho. Es un amor de persona",9.0,6.0
"Varela, Juan",05/Jul/2016,"No es la octava maravilla, pero es bueno. Aprendí a calificar e interpretar pruebas laborales que sí se usan. Proporciona material y explica de manera clara y precisa. Lo malo: el tiempo se le va más en anécdotas que en dar clase, y en verdad en voluble",6.0,6.0
"Varela, Juan",12/Nov/2015,DE LO MEJOR QUE EXISTE EN SU AREA . ATTE ROSARIO ALCAYDE,10.0,6.0
"Varela, Juan",28/Oct/2015,"exigente, pero muy buen profesor",8.0,6.0
"Varela, Juan",19/Ago/2015,"Es un maestro que le importa mucho la asistencia 3 faltas y es baja definitiva de la clase, hace tres exámenes y al final te deja un trabajo super largo que te tardas como 3 días enteros en acabarlo donde te pide que escanees todo su material",3.0,2.0
"Varela, Juan",16/Jul/2015,"No lo recomiedo, si es bueno, pero la asitencia cuenta bastante, al final te baja puntos por eso, hace tres examenes y tienes que saberte todas las diapositivas, son abiertos, el trabajo final cuenta todo, esta muy pesado.",2.0,2.0
"Varela, Juan",15/Jul/2015,Hace 3 exámenes y no hace reposiciones. Su clase es muy noche y muy tediosa debido a que es muy expositivo. Tiene un carácter muy cambiante. Si aprendes pero la materia es super PESADA!. Creo que hay muchas mejores opciones que él. El trabajo final es muy pesado y casi no da retroalimetación. Es exigente en asistencia 3 inasistencias baja.,3.0,2.0
"Varela, Juan",05/Abr/2015,"En mi percepción, un excelente docente y con mucha experiencia en su campo.",10.0,6.0
"Varela, Juan",12/Dic/2014,"No aclara las dudas y no da retroalimentación en el trabajo final. Pasa asistencia, hace dos exámenes y 1 trabajo final.",7.0,10.0
"Varela, Juan",19/Jun/2014,"Es de los mejores de laboral. Te motiva a que el trabajo final, que es bastante, lo vayas haciendo poco a poco. Explica muy bien todos los temas. Califica con dos exámenes de 10 preguntas abiertas bastante sencillo y siempre del material que proporciona, y el trabajo final.",10.0,8.0
"Varela, Juan",19/Ene/2014,Los que se quejan de este profesor seguro no les puso lo que ellos querían pero la verdad es que es el mejor de Laboral que he tenido por mucho.,9.0,8.0
"Varela, Juan",29/Dic/2013,"Excelente profesor, muy actualizado, enseña muchas pruebas. El mejor que he conocido de Organizacional.",10.0,8.0
"Varela, Juan",28/Dic/2013,"Varela es uno de los mejores profesores que puede tener la facultad, es buena onda con quien en verdad trabaja, hasta cierto punto tiene preferencia por los fresas chocantes, pero dehi en fuera te explica bien las cosas y te hace examenes, aprenderas bastante.",10.0,8.0
"Varela, Juan",31/Jul/2013,"Su humor cambia mucho, te obliga a comprar pruebas, extremadamente vanidoso, pero no es despota.",8.0,6.0
"Varela, Juan",24/Jul/2013,"deja trabajos muy pesados, sabe mucho pero tambien su humor es muy variante",5.0,4.0
"Varela, Juan",19/Mar/2013,"Sinceramente de lo peor de laboral, además siempre se queja del sistema, pero tampoco colabora en mejorarlo. Las pruebas que eneseña ya estan fuera del mercado... Un asco°°°",2.0,10.0
"Varela, Juan",01/Ago/2012,"excelente clases, siempre te enseña algo nuevo y sus examenes faciles siempre y cuando asistas y estudies, aprendes mucho con el",10.0,10.0
"Varela, Juan",08/Jun/2012,VARELA RULES 4EVER!!!,10.0,10.0
"Varela, Juan",26/May/2012,"jaja lei alguien que dice sacar 8 con varela y tacharlo de malo, suena ardido el comentario y lo peor los examenes de varela son de lo mas facil que existe, pero sus calses valen la pena y mucho enseña lo que otros te niegan...las pruebas¡¡¡¡¡ y te da herramientas, jamas expondras tu los temas",10.0,10.0
"Varela, Juan",05/Ene/2012,Muy buen profesor y gran ser humano.,10.0,8.0
"Varela, Juan",30/Ago/2011,"A mi parecer no es le mejor profesor del área, sin embargo aprendes lo que realmente aplicarás como psicológo el día que comienzas a laborar...Si es prepotente, engreido y algunas veces pedantes... Pero sabe y lo trasmite, que es lo importante...",9.0,8.0
"Varela, Juan",13/Jun/2011,"Creo que si buscas un maestro que te enseñe,te dé las herramientas que afuera necesitas, te haga pensar, sea claro, comparta sus experiencias para que aprendas de ellas, toma su clase, su buscas pasar o todas las respuestas faciles de la vida estas equivocado, Juan es de los mejores maestros q he tenido, todo lo que aprendes es invaluable, no hay mejor recomendación que la cantidad de tesis que dirige y sus salones a reventar. EXCELENTE!!",10.0,10.0
"Varela, Juan",10/Jun/2011,"Si quieres pasar de noche adelante, si ves pruebas, así de noche y pero tiene mal temperamento. Definitivamente hay mejores. si quieres no aprender y tener un 8 adelante.",6.0,6.0
"Varela, Juan",03/Jun/2011,"El maestro enseña de manera concreta los temas que va dando a lo largo del semestre, si aprendes sobre todo al manejo de las pruebas psicométricas y a la elaboración de los reportes de las mismas. Lo recomiendo, además sus exámenes son extrasupermega sencillos..",8.0,8.0
"Varela, Juan",31/May/2011,"Prepotente!, además engreido su calificación es confusa, de lo peor!",7.0,6.0
"Varela, Juan",15/Ene/2011,"La vdd no se si recomendarlo, fríamente sus clases son así: el expone todo pero muy concretamente, te ahorra ir a leer los libros, sus examenes son SUPER sencillos, pues sólo son 5 preguntas muy precisas y no le agrada q te extiendas, te da todas las pruebas y facilidades para entregar los reportes de la aplicación. Le gusta la puntualidad, habla de las experiencias que ha tenido ejerciendo. Sabe como aplicar, calif e interpretar pruebas pero de psicometría, irónicamente, no.",10.0,10.0
"Varela, Juan",03/Oct/2010,excelente maestro. Sus examenes son abiertos sin embargo solo pregunta de lo que vimos en sus diapositivas. Enseña a utilizar las pruebas psicometricas.,10.0,10.0
"Varela, Juan",18/Ago/2010,[Comentario esperando revisión],8.0,8.0
"Varela Macedo, Victoria Magdalena",28/Mar/2019,No entiendo nada cuando nos hace clase,2.0,2.0
"Varela Macedo, Victoria Magdalena",08/Ene/2018,"Es una profesora que no da clase, únicamente evalúa con un trabajo de investigación.",7.0,10.0
"Varela Macedo, Victoria Magdalena",11/Dic/2017,"Llegaba decía tres cosas y se iba, sin palabras.",2.0,2.0
"Varela Macedo, Victoria Magdalena",05/Sep/2017,"La maestra es una persona histriónica irresponsable y sin gracia que nunca dió clase y cuando daba solo arruinaba el hilo de la misma, las clases las daba su adjunto Augusto quién tiene de tenacidad y amor profesional lo que le falta de edad, enseña bien y ayuda a pasar , puntual atento y divertido",10.0,10.0
"Varela Macedo, Victoria Magdalena",20/Ene/2017,"Lo único bueno de ella es que tienes el 10 seguro, no ayuda en nada, no explica nada, no da clase y no pareciera estar ni preparada, si vas o no para el área definitivamente es una pérdida de tiempo.",2.0,10.0
"Varela Macedo, Victoria Magdalena",13/Ene/2017,"Hay profesores malos en la facultad y después esta ella, es muuuuy MALA, si te quieres ir a SOCIAL no la metas, no explica, no enseña, aburre, nos trata como niños de primaria. Solo va menos de 30 minutos a clase, se sale. Muy mala, y sacas 10 sin hacer absolutamente nada.",6.0,10.0
"Varela Macedo, Victoria Magdalena",03/Ene/2017,Es una pena que esta mujer sea profesora y sobretodo de una materia de la que se puede aprender mucho. ¡Es de lo peor de la facultad! es una floja que no sabe lo que enseña y al final ni siquiera se toma la molestia de leer el trabajo..,2.0,6.0
"Varela Macedo, Victoria Magdalena",08/Dic/2015,"Es una maestra cero dedicada y super floja. Nunca enseña nada y se enoja cuando faltan los alumnos. al parecer no revisa los trabajos, no te ayuda en nada y parece que no sabe nada. Es lo peor que hay en la facultad, no la recomiendo para nada.",2.0,6.0
"Varela Macedo, Victoria Magdalena",29/Jul/2015,"No recomiendo en absoluto a esta profesora, no toma ninguna asistencia, nos deja hacer un proyecto en el que se debe ir a aun kinder, o primaria para analizar la teroria de piaget, es SUPER DIFICL QUE TE DEJEN ENTRAR. No enseña NADA, después de finalizar el curso tus compañeros te hablaran de las etapas de desarrollo del niño y tu ni encuenta.",4.0,10.0
"Varela Macedo, Victoria Magdalena",29/Jun/2015,"NO LA RECOMIENDO si quieren aprender. Nos dio UNA sola clase, es informal, llega media hora tarde, se echa las 3 hrs hablando pero en realidad no dice nada. Da clase de lo que se le antoja, no respeta el plan de estudios. ABURRIDISIMA. No revisa los trabajos y califica al azar.",2.0,10.0
"Varela Macedo, Victoria Magdalena",16/Dic/2014,"Todas las clases las da ella, habla todo el tiempo y casi no da pie a la participación. Te pide que mandes resumen de cada tema que ven. No pasa lista y a veces no va.Lo único que no me gustó fue que cuando empezaba a dar ejemplos hablaba de cosas sin relación y se perdía del tema.",6.0,10.0
"Varela Macedo, Victoria Magdalena",12/Dic/2014,"Me parece una buena profesional, responsable y amable. Realmente no aprendí nada de otro mundo con ella, al comienzo sus clases eran aburridas, pero depende del grupo y de cuanto participen. Si cumples con todo lo que te pide tienes 10.",10.0,8.0
"Varela Macedo, Victoria Magdalena",08/Dic/2014,"Pésima maestra. Habla lento, bajito, carraspea todo el tiempo y es súper molesto. Tarda en responder los correos, te califica con tres reportes. Me dormían sus clases y faltaba mucho. Realmente si vas o faltas a sus clases, da lo mismo. Y para darte calificación prácticamente debes corretearla.",2.0,10.0
"Varela Macedo, Victoria Magdalena",29/Feb/2012,Es una profesora actualizada que apoya a sus alumnos. Es responsable y quiere que todos trabajemos. Eso no les gusta a los alumnos.,9.0,8.0
"Varela Macedo, Victoria Magdalena",17/Feb/2012,Esta muy actualizada en su temática. Nos motiva a estudiar y a estar actualizados. Es flexible con los alumnos,10.0,10.0
"Varela Macedo, Victoria Magdalena",10/Ene/2012,"Es super floja, no le gusta dar clase, habla bien lento, no le interesan sus alumnos, sus trabajos que son 3 ni los lee y te califica como se le de la gana y falta un buen! si vas para el área no la recomiendo, y ni aunque vallas, normalmente sacas 8 y los favoritos 9. un asco",2.0,10.0
"Varela Macedo, Victoria Magdalena",16/Dic/2011,"A mi no me gustó para nada su clase; es muy aburrida; siempre se la pasa en congresos. Casi nunca da clases y es medio enojona. Además solo evalúa con tres reportes, en los que te pone lo que quiere. No la recomiendo.",5.0,6.0
"Vázquez Cruz, Diana",03/Oct/2015,"Mala...Mala...Mala..Entre a esta pagina para ver si solo yo tenia esa impresión de ella, pero NO, ES FATAL",2.0,2.0
"Vázquez Cruz, Diana",15/Jul/2015,"En serio está haciendo un doctorado???? Pues deja mucho que desear!!!! Se confunde demasiado y eso que está dando una clase en la que debería ser experta. Decepcionante el programa de doctorado de la facultad si es verdad que hace investigación la ""profesora"".",3.0,6.0
"Vázquez Cruz, Diana",09/Jul/2015,"Es buena maestra, a veces se pierde en los temas pero es muy clara, te vuelve a explicar sin ningún problema si no entendiste, es buena onda y divertida. Es fácil pasar con ella solo debes ir a clases y poner atención, sus exámenes son muy fáciles .",8.0,10.0
"Vázquez Cruz, Diana",04/Jul/2015,"Muy mala profesora. El problema no es que sea muy joven, pues hay profesores jóvenes muy buenos, sino que si no trae su cañón y lap está MUY perdida y llega a dar mal los temas.",3.0,6.0
"Vázquez Cruz, Diana",22/Feb/2015,no tiene idea de la clase....se ve a leguas que no sabe de lo que habla,2.0,10.0
"Vázquez Cruz, Diana",18/Nov/2014,Es una profesora joven carente de experiencia. Se confunde con los términos pero es muy barco. Si quieres pasar aunque no aprendas nada es la opción.,2.0,6.0
"VAZQUEZ FERNANDEZ, GABRIEL",06/Jun/2018,"BIPOLAR, CREIDO, PRESUMIDO, REALMENTE NO TIENE MERITOS, ES ACOSADOR, NO SE OPRQUE LO TIENEN AUN EN PUESTOS ADMINISTRATIVOS QUE SOLO LOS USA PARA BENEFICIARSE, CAMBIOS DE HUMOR, NO ENSEÑA, SOLO PRESUME, MISOGINO, ODIA A LOS JOVENES E INCLUSO CRITICA AL PROPIO DIRECTOR QUIEN ES SU JEFE FRENTE A LOS DE",2.0,2.0
"VAZQUEZ FERNANDEZ, GABRIEL",26/Abr/2017,"Cretino, creído, borracho, inepto, se crashea en cualquier momento, ojo alegre o mejor dicho, rabo verde, acosador, decrépito... en todo caso una por su cuenta puede aprender mas en internet que con un plomito nefasto como este anciano.",2.0,2.0
"VAZQUEZ FERNANDEZ, GABRIEL",29/Sep/2016,"ES BUENO PERO CON CAMBIOS DE HUMOR BIEN RAROS ( IGUAL POR QUE YA ESTA VIEJITO) APRENDI EN LABORAL MUCHO, PERO ES UN RABOVERDE ME TIRABA LA ONDA CAÑON, APESAR DE QUE SU NOVIA ES LA SECRETARIA DE SU COORDINACIÓN.",4.0,4.0
"VAZQUEZ FERNANDEZ, GABRIEL",07/May/2014,"ADEMAS DE BIPOLAR, ALCOHOLICO, CORRUPTO, SIGUE PENSANDO QUE LA UNAM ES EL PRI",2.0,2.0
"VAZQUEZ FERNANDEZ, GABRIEL",29/Dic/2013,,8.0,4.0
"VAZQUEZ FERNANDEZ, GABRIEL",05/Nov/2013,Como puede ser maestro en la Facultad de Psicología una persona bipolar.,2.0,2.0
"VAZQUEZ FERNANDEZ, GABRIEL",18/Ene/2013,Como tutor de tesis es nefasto. Se contradice y tiene cambios de humor. Ya debería jubilarse. Y,2.0,10.0
"VAZQUEZ FERNANDEZ, GABRIEL",01/Ago/2012,muy buen profesor sabe mucho y si tienes dudas te las aclara =),9.0,10.0
"Vázquez Lira, Ramses",11/Ago/2021,Excelente profesor para aprender psicometria actual y sus aplicaciones. Sabe mucho y siempre te va a ayudar si se lo pides. Llega a ser pesada la clase por los temas que se ven pero no tiene problema en volver a explicar si se lo pides.,8.0,6.0
"Vázquez Lira, Ramses",26/Ene/2021,"Bueno dando clase pero debes de estudiar bastante, repasar los temas, participación esencial para poder aprender y hace exámenes.",8.0,2.0
"Vázquez Lira, Ramses",05/Nov/2020,No es agradable,2.0,2.0
"Vázquez Lira, Ramses",18/Jun/2015,,2.0,2.0
"Vázquez Lira, Ramses",26/Feb/2015,Explica muy bien. y es muy competente.,10.0,8.0
"Vázquez Lira, Ramses",11/Ago/2021,Excelente profesor para aprender psicometria actual y sus aplicaciones. Sabe mucho y siempre te va a ayudar si se lo pides. Llega a ser pesada la clase por los temas que se ven pero no tiene problema en volver a explicar si se lo pides.,8.0,6.0
"Vázquez Lira, Ramses",26/Ene/2021,"Bueno dando clase pero debes de estudiar bastante, repasar los temas, participación esencial para poder aprender y hace exámenes.",8.0,2.0
"Vázquez Lira, Ramses",05/Nov/2020,No es agradable,2.0,2.0
"Vázquez Lira, Ramses",18/Jun/2015,,2.0,2.0
"Vázquez Lira, Ramses",26/Feb/2015,Explica muy bien. y es muy competente.,10.0,8.0
"Vázquez Lira, Ramses",11/Ago/2021,Excelente profesor para aprender psicometria actual y sus aplicaciones. Sabe mucho y siempre te va a ayudar si se lo pides. Llega a ser pesada la clase por los temas que se ven pero no tiene problema en volver a explicar si se lo pides.,8.0,6.0
"Vázquez Lira, Ramses",26/Ene/2021,"Bueno dando clase pero debes de estudiar bastante, repasar los temas, participación esencial para poder aprender y hace exámenes.",8.0,2.0
"Vázquez Lira, Ramses",05/Nov/2020,No es agradable,2.0,2.0
"Vázquez Lira, Ramses",18/Jun/2015,,2.0,2.0
"Vázquez Lira, Ramses",26/Feb/2015,Explica muy bien. y es muy competente.,10.0,8.0
"Vázquez Lira, Ramses",11/Ago/2021,Excelente profesor para aprender psicometria actual y sus aplicaciones. Sabe mucho y siempre te va a ayudar si se lo pides. Llega a ser pesada la clase por los temas que se ven pero no tiene problema en volver a explicar si se lo pides.,8.0,6.0
"Vázquez Lira, Ramses",26/Ene/2021,"Bueno dando clase pero debes de estudiar bastante, repasar los temas, participación esencial para poder aprender y hace exámenes.",8.0,2.0
"Vázquez Lira, Ramses",05/Nov/2020,No es agradable,2.0,2.0
"Vázquez Lira, Ramses",18/Jun/2015,,2.0,2.0
"Vázquez Lira, Ramses",26/Feb/2015,Explica muy bien. y es muy competente.,10.0,8.0
"Vazquez Pineda, Fernando",07/Dic/2015,"En lo personal me desmotivó, decepcionaba con su hostilidad. Recuerdo su actitud negativa hacia alumnos que a él no le parecían.",2.0,2.0
"Vazquez Pineda, Fernando",29/Jun/2015,"A esta página que cree que los maestros no tienen derechos. Retiren el nombre de este profesor, ya falleció y tiene el derecho de que ningún idiota anónimo escriba sobre él.",10.0,2.0
"Vazquez Pineda, Fernando",23/Jun/2015,"muy buen profesor , lamentablemente ya fallecio u_u buenos recuerdos me quedan",10.0,8.0
"Vazquez Pineda, Fernando",19/Ene/2015,"Explica muy bien y si no comprendes algo lo vuelve a explicar, busca que seas crítico y que des ejemplos de la literatura. Sus lecturas son muy amenas y da buenas referencias, especialmente si estas interesado en algún tema de su área.",10.0,10.0
"Vazquez Pineda, Fernando",02/Dic/2013,[Comentario esperando revisión],2.0,2.0
"Vazquez Pineda, Fernando",07/Dic/2015,"En lo personal me desmotivó, decepcionaba con su hostilidad. Recuerdo su actitud negativa hacia alumnos que a él no le parecían.",2.0,2.0
"Vazquez Pineda, Fernando",29/Jun/2015,"A esta página que cree que los maestros no tienen derechos. Retiren el nombre de este profesor, ya falleció y tiene el derecho de que ningún idiota anónimo escriba sobre él.",10.0,2.0
"Vazquez Pineda, Fernando",23/Jun/2015,"muy buen profesor , lamentablemente ya fallecio u_u buenos recuerdos me quedan",10.0,8.0
"Vazquez Pineda, Fernando",19/Ene/2015,"Explica muy bien y si no comprendes algo lo vuelve a explicar, busca que seas crítico y que des ejemplos de la literatura. Sus lecturas son muy amenas y da buenas referencias, especialmente si estas interesado en algún tema de su área.",10.0,10.0
"Vazquez Pineda, Fernando",02/Dic/2013,[Comentario esperando revisión],2.0,2.0
"Vazquez Pineda, Fernando",07/Dic/2015,"En lo personal me desmotivó, decepcionaba con su hostilidad. Recuerdo su actitud negativa hacia alumnos que a él no le parecían.",2.0,2.0
"Vazquez Pineda, Fernando",29/Jun/2015,"A esta página que cree que los maestros no tienen derechos. Retiren el nombre de este profesor, ya falleció y tiene el derecho de que ningún idiota anónimo escriba sobre él.",10.0,2.0
"Vazquez Pineda, Fernando",23/Jun/2015,"muy buen profesor , lamentablemente ya fallecio u_u buenos recuerdos me quedan",10.0,8.0
"Vazquez Pineda, Fernando",19/Ene/2015,"Explica muy bien y si no comprendes algo lo vuelve a explicar, busca que seas crítico y que des ejemplos de la literatura. Sus lecturas son muy amenas y da buenas referencias, especialmente si estas interesado en algún tema de su área.",10.0,10.0
"Vazquez Pineda, Fernando",02/Dic/2013,[Comentario esperando revisión],2.0,2.0
"Vazquez Pineda, Fernando",07/Dic/2015,"En lo personal me desmotivó, decepcionaba con su hostilidad. Recuerdo su actitud negativa hacia alumnos que a él no le parecían.",2.0,2.0
"Vazquez Pineda, Fernando",29/Jun/2015,"A esta página que cree que los maestros no tienen derechos. Retiren el nombre de este profesor, ya falleció y tiene el derecho de que ningún idiota anónimo escriba sobre él.",10.0,2.0
"Vazquez Pineda, Fernando",23/Jun/2015,"muy buen profesor , lamentablemente ya fallecio u_u buenos recuerdos me quedan",10.0,8.0
"Vazquez Pineda, Fernando",19/Ene/2015,"Explica muy bien y si no comprendes algo lo vuelve a explicar, busca que seas crítico y que des ejemplos de la literatura. Sus lecturas son muy amenas y da buenas referencias, especialmente si estas interesado en algún tema de su área.",10.0,10.0
"Vazquez Pineda, Fernando",02/Dic/2013,[Comentario esperando revisión],2.0,2.0
"Vega Pérez, Lizbeth",08/Feb/2019,"Es una profesora poco flexible, sabe sobre el trabajo en niños, pero como persona es muy grosera.",6.0,2.0
